年月日,up_down,Open,High,Low,Close,Volume,Turnover rate,Market capitalization,ln_past_return,PE ratio,Dividend yield,ROA,ROE,EBT Margin,Net profit margin growth rate,Current ratio,Quick ratio,D/E ratio,Share capital,Retained earnings,TW_Index,SP_500,Semi,NASDAQ,XLK,QQQ,Fed_interest_rate,TW_unemployment_rate,TW_gdp,TW_economic_index,Rediscount_Rate,Secured_Loan_Rate,1M_Deposit_Rate,1Y_Deposit_Rate,Base_Loan_Rate,Overnight_Weighted_Rate,Commercial_Paper_Rate,10Y_Gov_Bond_Rate,Overall_Index,Food,Clothing,Housing,Transport_Communication,Healthcare,Education_Recreation,Miscellaneous
2022-08-16 00:00:00,0,43.55,43.6,42.85,43.05,55441,0.4442,537355,-1.0399,8.722,6.9686,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15420.57031,4297.140137,3077.330078,13128.0498,151.5599976,333.0599976,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-17 00:00:00,0,43.15,43.2,42.65,42.85,48633,0.3896,534859,-0.4657,8.6814,7.0012,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15465.4502,4305.200195,3045.639893,13102.5498,151.1499939,332.2799988,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-18 00:00:00,0,42.1,42.5,42.05,42.5,37790,0.3028,530490,-0.8202,8.6105,7.0588,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15396.75977,4274.040039,2970.120117,12938.12012,150.0700073,328.4899902,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-19 00:00:00,1,42.75,43.2,42.5,43,34193,0.2739,536731,1.1696,8.7118,6.9767,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15408.78027,4283.740234,3037.840088,12965.33984,150.8500061,329.2799988,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-22 00:00:00,0,42.2,42.25,41.8,41.85,56323,0.4512,522377,-2.7108,8.4788,7.1685,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15245.13965,4283.740234,3037.840088,12965.33984,150.8500061,329.2799988,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-23 00:00:00,0,40.95,41.25,40.8,40.8,61137,0.4898,509271,-2.541,8.2661,7.3529,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15095.88965,4137.990234,2843.370117,12381.57031,143.9799957,314.3599854,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-24 00:00:00,1,41.1,41.35,40.85,40.9,36269,0.2906,510519,0.2448,8.2864,7.335,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15069.19043,4128.72998,2864.310059,12381.2998,143.6000061,314.1000061,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-25 00:00:00,1,41.3,41.65,41.15,41.4,36820,0.295,516760,1.2151,8.3877,7.2464,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15200.04004,4140.77002,2866.179932,12431.53027,143.6900024,315.0100098,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-26 00:00:00,0,42,42.15,41.3,41.3,42046,0.3368,515512,-0.2418,8.3674,7.2639,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15278.44043,4199.120117,2971.070068,12639.26953,146.1199951,320.5799866,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-29 00:00:00,0,39.65,40.05,39.3,39.95,78213,0.6266,498661,-3.3234,8.0939,7.5094,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14926.19043,4199.120117,2971.070068,12639.26953,146.1199951,320.5799866,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-30 00:00:00,1,40.1,40.85,39.85,40.4,36206,0.2901,504278,1.1201,8.1851,7.4257,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14953.62988,4030.610107,2744.5,12017.66992,138.0299988,304.4100037,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-08-31 00:00:00,1,40.05,41.2,39.9,41.1,47132,0.3776,513015,1.7178,8.3269,7.2993,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,15095.44043,3986.159912,2708.629883,11883.13965,136.5899963,301.019989,2.33,3.79,5719679,23,1.5,1.875,0.73,1.19,2.718,0.306,1.03,1.19,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12
2022-09-01 00:00:00,0,40.2,40.7,40,40.45,40392,0.3236,504902,-1.5941,8.1952,7.4166,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14801.86035,3955,2677.389893,11816.2002,135.2599945,299.269989,2.33,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-02 00:00:00,1,40.6,40.85,40.3,40.5,49686,0.3981,505526,0.1235,8.2053,7.4074,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14673.04004,3966.850098,2625.949951,11785.12988,134.6000061,299.3999939,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-05 00:00:00,0,40.3,40.5,39.25,39.8,89026,0.7132,496789,-1.7435,8.0635,7.5377,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14661.09961,3966.850098,2625.949951,11785.12988,134.6000061,299.3999939,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-06 00:00:00,1,39.95,40.2,39.75,39.95,38195,0.306,498661,0.3762,8.0939,7.5094,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14677.2002,3966.850098,2625.949951,11785.12988,134.6000061,299.3999939,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-07 00:00:00,0,39.6,39.8,39.15,39.2,57160,0.4579,489299,-1.8952,7.9419,7.6531,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14410.0498,3908.189941,2571.469971,11544.91016,131.9700012,293.0499878,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-08 00:00:00,1,39.7,39.7,39.1,39.3,44927,0.3599,490547,0.2548,7.9622,7.6336,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14583.41992,3979.870117,2611.5,11791.90039,134.0800018,298.9700012,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-12 00:00:00,1,40,40.95,40,40.15,69020,0.553,501157,2.1398,8.1344,7.472,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14807.42969,3979.870117,2611.5,11791.90039,134.0800018,298.9700012,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-13 00:00:00,1,40.6,40.8,40.5,40.75,38547,0.3088,508647,1.4833,8.256,7.362,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14894.41016,4110.410156,2731.090088,12266.41016,139.3999939,310.7399902,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-14 00:00:00,0,39.45,40.4,39.4,40.15,54335,0.4353,501157,-1.4833,8.1344,7.472,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14658.30957,3932.689941,2562.27002,11633.57031,132,293.7000122,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-15 00:00:00,1,40.4,40.75,40.1,40.4,45562,0.365,504278,0.6207,8.1851,7.4257,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14670.04004,3946.01001,2591.51001,11719.67969,132.4799957,296.0299988,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-16 00:00:00,0,40.3,40.35,39.95,39.95,58469,0.4684,498661,-1.1201,8.0939,7.5094,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14561.75977,3901.350098,2549.540039,11552.36035,129.4299927,291.1000061,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-19 00:00:00,0,39.95,40.1,39.7,39.95,31877,0.2554,498661,0,8.0939,7.5094,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14425.67969,3901.350098,2549.540039,11552.36035,129.4299927,291.1000061,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-20 00:00:00,1,40.2,40.45,39.9,40.15,37859,0.3033,501157,0.4994,8.1344,7.472,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14549.2998,3899.889893,2577.939941,11535.01953,129.4400024,291.0499878,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-21 00:00:00,0,39.85,39.95,39.3,39.6,51769,0.4147,494292,-1.3793,8.023,7.5758,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14424.51953,3855.929932,2539.5,11425.0498,128.6799927,288.730011,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-22 00:00:00,0,39,39.05,38.6,38.75,55897,0.4478,483682,-2.1698,7.8508,7.7419,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14284.62988,3789.929932,2514.959961,11220.19043,126.6699982,283.5599976,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-23 00:00:00,0,38.5,38.9,38.15,38.3,45973,0.3683,478065,-1.1681,7.7596,7.8329,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,14118.37988,3757.98999,2444.25,11066.80957,125.3799973,280.0700073,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-26 00:00:00,0,37.8,37.85,36.75,36.85,68337,0.5475,459966,-3.8594,7.4658,8.1411,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13778.19043,3757.98999,2444.25,11066.80957,125.3799973,280.0700073,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-27 00:00:00,1,37.3,37.5,36.85,37.3,46408,0.3718,465583,1.2138,7.557,8.0429,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13826.58984,3655.040039,2373.469971,10802.91992,122.8799973,274.3699951,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-28 00:00:00,0,37.5,37.95,36.15,36.2,73329,0.5875,451853,-2.9934,7.3341,8.2873,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13466.07031,3647.290039,2398.040039,10829.5,123.0400009,274.480011,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-29 00:00:00,1,37.2,37.25,36.15,36.55,46721,0.3743,456222,0.9622,7.4051,8.2079,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13534.25977,3719.040039,2427.26001,11051.63965,124.3399963,279.9400024,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-09-30 00:00:00,0,35.6,35.8,35.05,35.75,81976,0.6567,446236,-2.2131,7.243,8.3916,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13424.58008,3640.469971,2347.360107,10737.50977,121.0999985,271.8699951,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-03 00:00:00,0,35.35,35.95,35,35.35,58000,0.4647,441243,-1.1252,5.9907,8.4866,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13300.48047,3640.469971,2347.360107,10737.50977,121.0999985,271.8699951,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-04 00:00:00,1,36.3,37.7,36.3,37.7,76913,0.6162,470576,6.4362,6.389,7.9576,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13576.51953,3678.429932,2393.320068,10815.42969,122.4599991,273.5299988,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-05 00:00:00,1,38.8,39,38.25,38.3,95299,0.7635,478065,1.579,6.4906,7.8329,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13801.42969,3790.929932,2500.110107,11176.41016,126.5699997,282.1300049,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-06 00:00:00,1,38.55,39,38.2,38.95,57762,0.4628,486179,1.6829,6.6008,7.7022,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13892.0498,3783.280029,2523.610107,11148.63965,126.9899979,281.980011,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-07 00:00:00,0,38.6,38.6,38,38.05,49174,0.394,474945,-2.3378,6.4483,7.8844,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13702.28027,3744.52002,2508.840088,11073.30957,125.9499969,279.7600098,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-11 00:00:00,0,36.3,36.4,35.3,35.4,97839,0.7838,441867,-7.2189,5.9992,8.4746,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13106.03027,3612.389893,2275.340088,10542.09961,118.7399979,266.4100037,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-12 00:00:00,1,35.2,36.75,35.15,36.7,84253,0.675,458094,3.6065,6.2195,8.1744,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13081.24023,3588.840088,2218.48999,10426.19043,116.9199982,262.75,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-13 00:00:00,0,36.65,37.2,36.2,36.4,70729,0.5666,454349,-0.8208,6.1686,8.2418,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12810.73047,3577.030029,2198.600098,10417.09961,116.5599976,262.6600037,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-14 00:00:00,1,38.1,38.75,37.8,38.7,119588,0.9581,483058,6.1271,6.5584,7.7519,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13128.12012,3669.909912,2263.23999,10649.15039,120.1800003,268.8200073,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-17 00:00:00,0,37.8,38.1,37.05,37.75,82083,0.6576,471200,-2.4854,6.3974,7.947,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12966.0498,3669.909912,2263.23999,10649.15039,120.1800003,268.8200073,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-18 00:00:00,1,38.65,38.8,38,38.25,63644,0.5099,477441,1.3158,6.4822,7.8431,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13124.67969,3677.949951,2211.659912,10675.7998,120.3600006,269.3500061,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-19 00:00:00,0,38.3,38.9,38,38.2,70803,0.5672,476817,-0.1308,6.4737,7.8534,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12976.75977,3719.97998,2220.959961,10772.40039,121.3799973,271.480011,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-20 00:00:00,1,37.7,39.5,37.55,39.5,116442,0.9329,493044,3.3465,6.694,7.5949,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12946.09961,3695.159912,2237.73999,10680.50977,121.0299988,270.4899902,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-21 00:00:00,0,39.5,39.95,38.9,39.05,92166,0.7384,487427,-1.1458,6.6177,7.6825,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12819.2002,3665.780029,2253.219971,10614.83984,121.0999985,269.1099854,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-24 00:00:00,1,40.55,40.8,39.4,39.4,103094,0.8259,491796,0.8923,6.6771,7.6142,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12856.98047,3665.780029,2253.219971,10614.83984,121.0999985,269.1099854,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-25 00:00:00,1,39.85,40.1,39.35,39.45,91737,0.7349,492420,0.1268,6.6855,7.6046,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12666.12012,3797.340088,2351.550049,10952.61035,126.0599976,278.4500122,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-26 00:00:00,0,39.6,39.6,38,38.1,103670,0.8306,475552,-3.482,6.4567,7.8743,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12729.0498,3859.110107,2404.689941,11199.12012,128.4700012,284.2099915,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-27 00:00:00,1,37.95,39.4,37.9,39.25,90730,0.7269,489906,2.9737,6.6514,7.6436,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12926.37012,3830.600098,2376.330078,10970.99023,125.6100006,277.9299927,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-28 00:00:00,0,38.7,38.8,38.2,38.3,53747,0.4306,478049,-2.4502,6.4904,7.8332,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12788.41992,3807.300049,2340.600098,10792.66992,124.1800003,272.8699951,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-10-31 00:00:00,1,39,39.3,38.8,39.1,51338,0.4113,488034,2.0673,6.626,7.6729,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,12949.75,3807.300049,2340.600098,10792.66992,124.1800003,272.8699951,2.56,3.66,5719679,17,1.625,2,0.85,1.33,2.718,0.339,1.13,1.41,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54
2022-11-01 00:00:00,0,38.85,39.3,38.75,39.05,35354,0.2832,487410,-0.128,6.6175,7.6827,3.61,6.06,35.5,7.1,201.63,177.9,76.44,124821235,156355500,13037.20996,3871.97998,2384.449951,10988.15039,127.8700027,277.9500122,2.56,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-02 00:00:00,1,39.25,39.6,39,39.35,40000,0.3205,491154,0.7653,6.6683,7.6242,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,13100.16992,3856.100098,2402.75,10890.84961,126.8000031,275.1099854,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-03 00:00:00,0,38.85,39.15,38.6,39,36229,0.2903,486786,-0.8934,6.609,7.6926,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,12986.59961,3759.689941,2328.469971,10524.7998,122.4199982,265.6799927,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-04 00:00:00,0,38.7,39.1,38.6,38.9,30457,0.244,485538,-0.2567,6.5921,7.7124,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,13026.70996,3719.889893,2292.850098,10342.94043,118.8199997,260.4899902,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-07 00:00:00,1,39.5,40.2,39.5,40.05,75978,0.6087,499892,2.9134,6.787,7.4909,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,13223.73047,3719.889893,2292.850098,10342.94043,118.8199997,260.4899902,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-08 00:00:00,1,40.3,40.6,39.8,40.15,63757,0.5108,501140,0.2494,6.8039,7.4722,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,13347.75977,3806.800049,2450.620117,10564.51953,123.0100021,267.5899963,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-09 00:00:00,1,40.8,41.45,40.75,41.45,100896,0.8084,517366,3.1865,7.0242,7.2379,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,13638.80957,3828.110107,2503.389893,10616.2002,124.1900024,269.5400085,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-10 00:00:00,1,41.1,41.65,40.9,41.65,65260,0.5228,519862,0.4813,7.0581,7.2031,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,13503.75977,3748.570068,2424.820068,10353.16992,120.9599991,263.3200073,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-11 00:00:00,1,45.2,45.5,43.9,44,193007,1.5463,549194,5.4888,7.4563,6.8184,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,14007.55957,3956.370117,2672.5,11114.15039,130.8999939,282.75,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-14 00:00:00,1,44.8,45,44.3,44.9,127055,1.0179,560428,2.0248,7.6089,6.6817,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,14174.90039,3956.370117,2672.5,11114.15039,130.8999939,282.75,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-15 00:00:00,1,45,47.1,44.8,46.6,195205,1.5639,581647,3.7163,7.897,6.438,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,14546.30957,3957.25,2728.050049,11196.21973,132,285.4400024,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-16 00:00:00,0,46.9,46.9,45.05,45.25,130615,1.0465,564796,-2.9398,7.6682,6.6301,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,14537.34961,3991.72998,2810.610107,11358.41016,133.6000061,289.3900146,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
2022-11-17 00:00:00,1,44.8,45.7,44.25,45.6,94694,0.7587,569165,0.7705,7.7275,6.5792,6.22,10.59,42.9,27.23,247.15,213.99,64.79,124821235,183351684,14535.23047,3958.790039,2690.820068,11183.66016,131.7700043,285.4400024,3.78,3.61,5719679,12,1.625,2,0.85,1.33,2.837,0.433,1.26,1.62,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42
