年月日,up_down,Open,High,Low,Close,Volume,Turnover rate,Market capitalization,ln_past_return,PE ratio,Dividend yield,ROA,ROE,EBT Margin,Net profit margin growth rate,Current ratio,Quick ratio,D/E ratio,Share capital,Retained earnings,TW_Index,SP_500,Semi,NASDAQ,XLK,QQQ,Fed_interest_rate,TW_unemployment_rate,TW_gdp,TW_economic_index,Rediscount_Rate,Secured_Loan_Rate,1M_Deposit_Rate,1Y_Deposit_Rate,Base_Loan_Rate,Overnight_Weighted_Rate,Commercial_Paper_Rate,10Y_Gov_Bond_Rate,Overall_Index,Food,Clothing,Housing,Transport_Communication,Healthcare,Education_Recreation,Miscellaneous
2021-05-10 00:00:00,0,54.2,54.2,52.5,52.5,118082,0.9506,652155,-2.8171,31.8539,3.0477,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17235.60938,4201.620117,3066.219971,13632.83984,137.8500061,331.5100098,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-11 00:00:00,0,50,50.8,48.05,49,284651,2.2915,608678,-6.8993,29.7303,3.2654,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16583.13086,4188.430176,2967.110107,13401.86035,135.5200043,325.7600098,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-12 00:00:00,0,48.4,49.7,44.1,46.35,355398,2.861,575760,-5.5599,28.1224,3.4521,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,15902.37012,4152.100098,2976.01001,13389.42969,135.1100006,325.3099976,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-13 00:00:00,1,44.85,48.85,44.45,47.55,325343,2.6191,590666,2.556,28.8505,3.365,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,15670.09961,4063.040039,2851.149902,13031.67969,131.3099976,316.8900146,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-14 00:00:00,0,48.8,49.65,46.65,46.8,235494,1.8958,581350,-1.5899,28.3954,3.4189,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,15827.08984,4112.5,2893.939941,13124.99023,133.0500031,319.3399963,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-17 00:00:00,0,43.8,46.65,43.05,43.95,231958,1.8673,545947,-6.2831,26.6662,3.6406,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,15353.88965,4112.5,2893.939941,13124.99023,133.0500031,319.3399963,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-18 00:00:00,1,46.25,48.3,46,48.3,280228,2.2559,599983,9.4379,29.3056,3.3127,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16145.98047,4163.290039,2954.629883,13379.0498,134.9799957,324.4100037,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-19 00:00:00,0,48.35,49.2,47.5,48.3,211964,1.7064,599983,0,29.3056,3.3127,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16132.66016,4127.830078,2929.149902,13303.63965,133.8999939,322.2200012,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-20 00:00:00,0,47.5,48,46.45,46.5,173152,1.3939,577623,-3.7979,28.2134,3.441,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16042.36035,4115.680176,2987.280029,13299.74023,134.3699951,322.5899963,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-21 00:00:00,1,47.75,48.2,46.85,46.95,146240,1.1773,583213,0.9631,28.4865,3.408,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16302.05957,4159.120117,3066.110107,13535.74023,136.9400024,328.8299866,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-24 00:00:00,1,46.6,49,46.35,48.7,160119,1.289,604951,3.6596,29.5483,3.2855,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16338.29004,4159.120117,3066.110107,13535.74023,136.9400024,328.8299866,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-25 00:00:00,1,50.2,53,49.9,51.9,385084,3.1,644702,6.364,31.4898,3.083,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16595.66992,4197.049805,3122.97998,13661.16992,138.6100006,332.5100098,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-26 00:00:00,0,52.3,53.5,51.1,51.3,241846,1.9469,637249,-1.1628,31.1258,3.119,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16643.68945,4188.129883,3134.669922,13657.16992,138.6499939,332.9700012,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-27 00:00:00,0,50.7,51.7,50,50.6,167118,1.3453,628553,-1.3739,30.7011,3.1622,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16601.60938,4195.990234,3140.97998,13738,138.6399994,334.1300049,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-28 00:00:00,1,52.1,53,51.6,52.4,216934,1.7464,650913,3.4955,31.7932,3.0535,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16870.85938,4200.879883,3159.27002,13736.28027,137.9100037,332.8800049,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-05-31 00:00:00,1,52.9,53.5,51.9,53,199782,1.6083,658366,1.1385,32.1572,3.019,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17068.42969,4200.879883,3159.27002,13736.28027,137.9100037,332.8800049,0.07,3.64,5229577,41,1.125,1.5,0.35,0.77,2.441,0.08,0.22,0.4,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05
2021-06-01 00:00:00,0,53.2,54,52.2,52.2,153776,1.2379,648428,-1.5209,20.5627,3.0652,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17162.38086,4200.879883,3159.27002,13736.28027,137.9100037,332.8800049,0.07,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-02 00:00:00,0,52.6,53,51.6,52,115730,0.9317,645944,-0.3839,20.484,3.077,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17165.03906,4202.040039,3174.320068,13736.48047,137.7200012,332.8200073,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-03 00:00:00,1,52.8,55.3,52.3,55,380138,3.0602,683210,5.6089,21.6657,2.9092,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17246.16016,4208.120117,3196.97998,13756.33008,138.6699982,333.4700012,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-04 00:00:00,0,54,54.4,53,53,260150,2.0943,658366,-3.7041,20.8779,3.019,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17147.41016,4192.850098,3139.189941,13614.50977,137.3800049,330,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-07 00:00:00,0,53.5,53.6,51.5,52.3,183701,1.4788,649671,-1.3296,20.6021,3.0594,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17083.91016,4192.850098,3139.189941,13614.50977,137.3800049,330,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-08 00:00:00,0,52.6,53.2,52.2,52.2,107619,0.8664,648428,-0.1914,20.5627,3.0652,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17076.21094,4226.52002,3191.659912,13881.71973,139.9900055,336.6000061,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-09 00:00:00,0,51.7,51.9,50.2,50.7,210880,1.6976,629795,-2.9157,19.9719,3.1559,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,16966.2207,4227.259766,3171.219971,13924.91016,140,336.7600098,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-10 00:00:00,1,51,51.9,50.3,51.5,121662,0.9794,639733,1.5656,20.287,3.1069,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17159.2207,4219.549805,3158.47998,13911.75,140.1000061,336.8399963,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-11 00:00:00,1,52.2,52.7,51.6,51.8,98451,0.7926,643460,0.5808,20.4052,3.0889,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17213.51953,4239.180176,3196.209961,14020.33008,141.1300049,340.3500061,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-15 00:00:00,1,53,53.9,52.8,53.7,186367,1.5003,667061,3.6023,21.1536,2.9796,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17371.28906,4255.149902,3255.340088,14174.13965,143.4100037,344.5100098,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-16 00:00:00,0,53.3,53.5,52.2,52.4,145061,1.1678,650913,-2.4506,20.6415,3.0535,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17307.85938,4246.589844,3225.97998,14072.86035,142.5299988,342.2600098,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-17 00:00:00,1,51.6,53.3,51.3,53.3,103617,0.8341,662093,1.703,20.9961,3.002,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17390.60938,4223.700195,3201.01001,14039.67969,141.7599945,341.0100098,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-18 00:00:00,0,53.6,53.8,52.2,52.2,128892,1.0376,648428,-2.0854,20.5627,3.0652,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17318.53906,4221.859863,3231.709961,14161.34961,143.3999939,345.3399963,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-21 00:00:00,0,51.6,52,51,51.2,122927,0.9896,636006,-1.9343,20.1688,3.1251,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17062.98047,4221.859863,3231.709961,14161.34961,143.3999939,345.3399963,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-22 00:00:00,0,51.9,52.1,50.9,51,88780,0.7146,633587,-0.3914,20.09,3.137,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17075.55078,4224.790039,3171.98999,14141.48047,143.3500061,344.3599854,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-23 00:00:00,1,51.5,53.2,51.3,53,153985,1.2395,658433,3.8466,20.8799,3.0187,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17336.71094,4246.439941,3185.429932,14253.26953,144.6499939,347.5700073,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-24 00:00:00,0,52.9,53.6,52.3,53,150176,1.2088,658433,0,20.8799,3.0187,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17407.96094,4241.839844,3197.219971,14271.73047,144.4900055,347.7399902,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-25 00:00:00,0,53.8,54.2,52.9,52.9,123053,0.9905,657191,-0.1889,20.8405,3.0244,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17502.99023,4266.490234,3253.800049,14369.70996,145.3999939,349.8900146,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-28 00:00:00,0,53.2,53.3,52.4,52.6,71873,0.5785,653464,-0.5687,20.7224,3.0416,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17590.9707,4266.490234,3253.800049,14369.70996,145.3999939,349.8900146,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-29 00:00:00,1,53.3,53.7,52.9,53,105346,0.848,658433,0.7576,20.8799,3.0187,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17598.18945,4290.609863,3323.139893,14500.50977,146.75,353.7099915,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-06-30 00:00:00,1,53.7,53.8,53.1,53.1,92968,0.7483,659676,0.1885,20.9193,3.013,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17755.46094,4291.799805,3348.870117,14528.33008,147.8200073,354.9899902,0.08,4.8,5229577,40,1.125,1.5,0.35,0.77,2.441,0.081,0.24,0.43,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92
2021-07-01 00:00:00,0,53.3,53.4,52.1,52.1,93298,0.751,647252,-1.9012,20.5254,3.0708,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17713.93945,4297.5,3345.310059,14503.9502,147.6600037,354.4299927,0.08,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-02 00:00:00,1,52.1,52.9,52.1,52.6,65761,0.5293,653464,0.9551,20.7224,3.0416,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17710.15039,4319.939941,3295.060059,14522.37988,147.9100037,354.5700073,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-05 00:00:00,1,53,55.2,52.8,54.4,261523,2.1051,675826,3.3648,21.4315,2.941,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17919.33008,4319.939941,3295.060059,14522.37988,147.9100037,354.5700073,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-06 00:00:00,0,54.9,55.2,53.3,53.4,144822,1.1657,663403,-1.8553,21.0375,2.996,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17913.07031,4319.939941,3295.060059,14522.37988,147.9100037,354.5700073,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-07 00:00:00,1,53.3,54.1,53.1,53.6,105991,0.8532,665887,0.3738,21.1163,2.9849,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17850.68945,4343.540039,3307.919922,14663.63965,150.4299927,360.1900024,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-08 00:00:00,0,53.9,54.1,53,53.1,96052,0.7732,659676,-0.9372,20.9193,3.013,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17866.08984,4358.129883,3261.72998,14665.05957,151.25,360.9500122,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-09 00:00:00,0,52.5,52.8,51.9,52.2,111351,0.8963,648495,-1.7094,20.5648,3.0649,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17661.48047,4320.819824,3222.810059,14559.78027,149.8200073,358.769989,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-12 00:00:00,1,53.6,54.3,52.9,53.2,149279,1.2016,660918,1.8976,20.9587,3.0073,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17814.33008,4320.819824,3222.810059,14559.78027,149.8200073,358.769989,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-13 00:00:00,1,53.9,55.2,53.6,53.9,261975,2.1087,669614,1.3072,21.2345,2.9683,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17847.51953,4384.629883,3319,14733.24023,151.3200073,362.4200134,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-14 00:00:00,1,54.8,55,53.6,54,119847,0.9647,670857,0.1854,21.2739,2.9628,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17845.75,4369.209961,3300.810059,14677.65039,151.9400024,362.4200134,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-15 00:00:00,1,54.4,55.3,54.2,55.1,182155,1.4662,684522,2.0166,21.7073,2.9036,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,18034.18945,4374.299805,3289.179932,14644.9502,153.0599976,363.0700073,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-16 00:00:00,0,53.5,54.2,53,53.7,254836,2.0513,667130,-2.5737,21.1557,2.9793,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17895.25,4360.029785,3217.73999,14543.12988,151.8000031,360.519989,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-19 00:00:00,0,53.4,53.4,52.5,52.6,142678,1.1485,653464,-2.0697,20.7224,3.0416,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17789.25,4360.029785,3217.73999,14543.12988,151.8000031,360.519989,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-20 00:00:00,0,52.3,53.1,52.1,52.4,111149,0.8947,650979,-0.381,20.6436,3.0532,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17528.74023,4258.490234,3147.51001,14274.98047,148.2299957,354.6700134,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-21 00:00:00,0,53,53.1,50.2,50.8,201374,1.6209,631102,-3.101,20.0132,3.1494,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17458.78906,4323.060059,3190.949951,14498.87988,150.4299927,358.7900085,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-22 00:00:00,1,51.1,52.8,50.8,52,233371,1.8785,646010,5.3651,20.486,3.0767,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17572.33008,4358.689941,3288.75,14631.9502,151.8800049,361.5599976,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-23 00:00:00,1,53,54.1,52.7,52.7,208158,1.6755,654706,1.3372,20.7618,3.0358,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17572.91992,4367.47998,3259.419922,14684.59961,153,363.9500122,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-26 00:00:00,1,54,54.4,53.6,53.7,137792,1.1091,667130,1.8798,21.1557,2.9793,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17403.56055,4367.47998,3259.419922,14684.59961,153,363.9500122,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-27 00:00:00,0,54.2,54.3,53.1,53.1,118561,0.9543,659676,-1.1236,20.9193,3.013,3.48,5.54,23.32,-9.19,228.04,177.06,57.91,124224015,90343956,17269.86914,4422.299805,3276.919922,14840.70996,154.4400024,368.4899902,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-28 00:00:00,0,52.4,52.6,50.5,51.8,199999,1.6099,643525,-2.4787,20.4072,3.0886,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17135.2207,4401.459961,3215.969971,14660.58008,152.9799957,364.4299927,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-29 00:00:00,1,53.9,55,53.3,54.6,437075,3.5182,678311,5.2644,21.5103,2.9302,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17402.81055,4400.640137,3272.449951,14762.58008,152.7899933,365.8299866,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-07-30 00:00:00,1,55.8,59.9,55.8,57.8,690359,5.557,718065,5.6955,22.771,2.768,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17247.41016,4419.149902,3333.23999,14778.25977,153.5,366.480011,0.1,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-08-02 00:00:00,0,59.3,59.7,56.8,57.5,340901,2.7441,714338,-0.5204,22.6528,2.7824,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17503.2793,4419.149902,3333.23999,14778.25977,153.5,366.480011,0.09,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-08-03 00:00:00,1,57.6,59.4,57.3,59.4,262067,2.1095,737942,3.2509,23.4013,2.6934,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17553.75977,4387.160156,3377.48999,14681.07031,152.8500061,364.6000061,0.09,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-08-04 00:00:00,1,60.2,60.8,59.1,60.5,311901,2.5106,751608,1.8349,23.8346,2.6444,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17623.89063,4423.149902,3396.659912,14761.29004,153.8300018,366.8099976,0.09,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-08-05 00:00:00,1,61,63.9,60.2,63.4,483378,3.8909,787635,4.682,24.9771,2.5235,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17603.11914,4402.660156,3436.899902,14780.53027,154.1399994,367.3399963,0.09,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-08-06 00:00:00,0,63.5,63.8,61.6,62.1,348569,2.8058,771485,-2.0718,24.465,2.5763,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17526.2793,4429.100098,3424.459961,14895.12012,154.9900055,369.6700134,0.09,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-08-09 00:00:00,0,61.6,62.9,60.7,61.9,208521,1.6785,769000,-0.3226,24.3862,2.5846,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17485.15039,4429.100098,3424.459961,14895.12012,154.9900055,369.6700134,0.09,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
2021-08-10 00:00:00,0,62,62.3,59.2,59.8,315261,2.5377,742912,-3.4515,23.5589,2.6754,2.43,4.05,25.92,20,244.5,213.31,75.56,124232695,82363862,17323.64063,4432.350098,3399.76001,14860.17969,154.3600006,368.730011,0.09,4.53,5400530,38,1.125,1.5,0.35,0.77,2.441,0.082,0.24,0.4,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9
